                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11 
                          version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                burn_min1                                burn_min2                                     msun                                     rsun                                     lsun 
                              "r25.12.1"                               "gfortran"                                 "13.3.0"                  "aarch64-macos-25.12.1"                                 "CRMATH"                               "20260120"                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                           mass_conv_core                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                       log_power_nuc_burn                           power_nuc_burn                                   log_LH                                  log_LHe                                   log_LZ                                 log_Lnuc                                     Lnuc                                       pp                                      cno                                tri_alpha                               epsnuc_M_1                               epsnuc_M_2                               epsnuc_M_3                               epsnuc_M_4                               epsnuc_M_5                               epsnuc_M_6                               epsnuc_M_7                               epsnuc_M_8                             he_core_mass                             co_core_mass                            one_core_mass                             fe_core_mass                   neutron_rich_core_mass                                 log_Teff                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                               log_cntr_P                             log_cntr_Rho                               log_cntr_T                                center_mu                                center_ye                              center_abar                                center_h1                               center_he4                               center_c12                               center_o16                              surface_c12                              surface_o16                            total_mass_h1                           total_mass_he4                              num_retries                                num_iters 
                                     130                                      614                  8.5061241792434121E+003                  1.9006162806350519E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9902733212857353E-001                  9.9685502213798016E-001                  9.9999468838209471E-001                  9.9998022744583503E-001                  9.9902733212857353E-001                  9.9685502213798016E-001                  9.9999468838209471E-001                  9.9998022744583503E-001                 -7.8595777343300606E+000                  1.3817270685633998E-008                 -7.8595777343300606E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.8595777343300606E+000                  1.3817270685633998E-008                 -7.8595777343300623E+000                 -2.2398324365652886E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.7855645064186576E+000                  4.0291994840514427E+000                  1.9661238900529026E+000                  1.6819111062530090E+000                  0.0000000000000000E+000                  1.2162745080180683E+001                 -2.4099087099919965E+000                  6.4116478724738020E+000                  6.2118079857422537E-001                  8.5000496627254196E-001                  1.2966429887659312E+000                  6.9999999999999984E-001                  2.7997020236474879E-001                  3.4468833607861332E-003                  9.3805276451495393E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000004E+001                  4.1995530354712329E+000                                        3                                        5 
                                     135                                      616                  9.2164602176329499E+003                  2.2965225108731757E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9934051730370965E-001                  9.9779899545467177E-001                  9.9999648286033838E-001                  9.9998730800293345E-001                  9.9934051730370965E-001                  9.9779899545467177E-001                  9.9999648286033838E-001                  9.9998730800293345E-001                 -7.4101829473537668E+000                  3.8888129352116991E-008                 -7.4101829473537668E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -7.4101829473537668E+000                  3.8888129352116991E-008                 -7.4101829473537801E+000                 -2.0907214339460396E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8143397188010004E+000                  4.0312844563893862E+000                  1.9096159514571898E+000                  1.7949269834444350E+000                  0.0000000000000000E+000                  1.2322786093656447E+001                 -2.2922851546861667E+000                  6.4534490417349080E+000                  6.2116412616177619E-001                  8.5000496627254174E-001                  1.2966429887659321E+000                  6.9999999999999951E-001                  2.7997020236474884E-001                  3.4468833607861332E-003                  9.3805276451495410E-003                  3.4468833607861297E-003                  9.3805276451495428E-003                  1.0500000000000002E+001                  4.1995530354712329E+000                                        3                                        6 
                                     140                                      621                  1.0639688919015807E+004                  2.5055206288304093E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9968709586163818E-001                  9.9893591310455665E-001                  9.9999851743830925E-001                  9.9999464128778326E-001                  9.9968709586163818E-001                  9.9893591310455665E-001                  9.9999851743830925E-001                  9.9999464128778326E-001                 -6.6577471691602899E+000                  2.1991397613450392E-007                 -6.6577471691602899E+000                 -9.8999999999999986E+001                 -2.2276219679134606E+001                 -6.6577471691602899E+000                  2.1991397613450392E-007                 -6.6577471691609915E+000                 -1.8449201289931846E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.8624100023700834E+000                  4.0212401189025107E+000                  1.8084532155755855E+000                  1.9972524552076432E+000                  0.0000000000000000E+000                  1.2604247911017870E+001                 -2.0826638140095088E+000                  6.5249035513713984E+000                  6.2114628863650956E-001                  8.5000496627254030E-001                  1.2966429887659370E+000                  6.9999999999999463E-001                  2.7997020236474879E-001                  3.4468833607861319E-003                  9.3805276451495393E-003                  3.4468833607861336E-003                  9.3805276451495410E-003                  1.0499999999999993E+001                  4.1995530354712329E+000                                        3                                        5 
                                     145                                      648                  1.2577401153545172E+004                  2.6579424458466732E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9986391628923177E-001                  9.9953554051102689E-001                  9.9999941643787638E-001                  9.9999790555339108E-001                  9.9986391628923177E-001                  9.9953554051102689E-001                  9.9999941643787638E-001                  9.9999790555339108E-001                 -5.8590099790605432E+000                  1.3835345882523134E-006                 -5.8590099790605432E+000                 -9.8999999999999986E+001                 -2.1373129692142662E+001                 -5.8590099790605432E+000                  1.3835345882523134E-006                 -5.8590099791009909E+000                 -1.5889898844593954E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9122347705555871E+000                  4.0060456907890902E+000                  1.7012064651478678E+000                  2.2117459560630790E+000                  0.0000000000000000E+000                  1.2927498077638219E+001                 -1.8367440619445701E+000                  6.6031098943311051E+000                  6.2113395662776238E-001                  8.5000496627252842E-001                  1.2966429887659769E+000                  6.9999999999995921E-001                  2.7997020236474884E-001                  3.4468833607861319E-003                  9.3805276451495410E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999999954E+001                  4.1995530354712329E+000                                        3                                        4 
                                     150                                      655                  1.4959416877041675E+004                  2.7283426210561994E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9993930513416718E-001                  9.9979086451983790E-001                  9.9999976046293060E-001                  9.9999914043879856E-001                  9.9993930513416718E-001                  9.9979086451983790E-001                  9.9999976046293060E-001                  9.9999914043879856E-001                 -5.0760333621627893E+000                  8.3939550233593830E-006                 -5.0760333621627893E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -5.0760333621627893E+000                  8.3939550233593830E-006                 -5.0760333641635693E+000                 -1.3412618369391204E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  3.9614030422067574E+000                  4.0126999046749159E+000                  1.6061970287884408E+000                  2.4017648287819324E+000                  0.0000000000000000E+000                  1.3269491518272106E+001                 -1.5732024854313862E+000                  6.6832915264604180E+000                  6.2112565035162814E-001                  8.5000496627244448E-001                  1.2966429887662585E+000                  6.9999999999970786E-001                  2.7997020236474879E-001                  3.4468833607861301E-003                  9.3805276451495393E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999999634E+001                  4.1995530354712320E+000                                        3                                        4 
                                     155                                      661                  1.7675333326703516E+004                  2.7429073447863699E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9997317988020373E-001                  9.9989651709138394E-001                  9.9999989205990658E-001                  9.9999961590009168E-001                  9.9997317988020373E-001                  9.9989651709138394E-001                  9.9999989205990658E-001                  9.9999961590009168E-001                 -4.3037492939508244E+000                  4.9687907305753756E-005                 -4.3037492939508244E+000                 -9.8999999999999986E+001                 -1.9390858459103093E+001                 -4.3037492939508244E+000                  4.9687907305753756E-005                 -4.3037493848954922E+000                 -1.0982756412352577E+001                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0131951676465745E+000                  4.0605624919644345E+000                  1.5265440715535650E+000                  2.5610707432516842E+000                  0.0000000000000000E+000                  1.3624469440162786E+001                 -1.3001582850775872E+000                  6.7668327224776750E+000                  6.2112015982060731E-001                  8.5000496627190003E-001                  1.2966429887680897E+000                  6.9999999999807405E-001                  2.7997020236474884E-001                  3.4468833607861297E-003                  9.3805276451495410E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999997469E+001                  4.1995530354712320E+000                                        3                                        5 
                                     160                                      665                  2.0528168299362645E+004                  2.8241581439917920E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9998750959781668E-001                  9.9994362369102385E-001                  9.9999994972599737E-001                  9.9999981179358488E-001                  9.9998750959781668E-001                  9.9994362369102385E-001                  9.9999994972599737E-001                  9.9999981179358488E-001                 -3.5509717881139431E+000                  2.8120834981642677E-004                 -3.5509717881139431E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                 -3.5509717881139431E+000                  2.8120834981642677E-004                 -3.5509754440524657E+000                 -8.6257590432225957E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.0679098907312206E+000                  4.1388770235095347E+000                  1.4562718911568238E+000                  2.7016151040451666E+000                  0.0000000000000000E+000                  1.3981220482605561E+001                 -1.0287925400766351E+000                  6.8530857670116880E+000                  6.2111666776037777E-001                  8.5000496626873079E-001                  1.2966429887787465E+000                  6.9999999998856643E-001                  2.7997020236474895E-001                  3.4468833607856357E-003                  9.3805276451495393E-003                  3.4468833607861349E-003                  9.3805276451495410E-003                  1.0499999999984503E+001                  4.1995530354712320E+000                                        3                                        4 
                                     165                                      669                  2.3239212734047371E+004                  2.7135720182403489E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999436988089296E-001                  9.9997008490098838E-001                  9.9999997781973349E-001                  9.9999990914873271E-001                  9.9999436988089296E-001                  9.9997008490098838E-001                  9.9999997781973349E-001                  9.9999990914873271E-001                 -2.8708247524240598E+000                  1.3464035485195843E-003                 -2.8708247524240598E+000                 -9.8999999999999986E+001                 -1.8663859731166831E+001                 -2.8708247524240598E+000                  1.3464035485195843E-003                 -2.8709240432318910E+000                 -6.5117496640485850E+000                 -9.8999999999999986E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1207924948716839E+000                  4.2214972112931601E+000                  1.3918167767677083E+000                  2.8305253328233975E+000                  0.0000000000000000E+000                  1.4311822172363296E+001                 -7.8027416399692728E-001                  6.9352919042891115E+000                  6.2111442891861834E-001                  8.5000496625436495E-001                  1.2966429888270461E+000                  6.9999999994548101E-001                  2.7997020236476267E-001                  3.4468833607288079E-003                  9.3805276451495497E-003                  3.4468833607861349E-003                  9.3805276451495393E-003                  1.0499999999923521E+001                  4.1995530354712391E+000                                        3                                        3 
                                     170                                      673                  2.6032429614580240E+004                  2.8151363822565263E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999731088625576E-001                  9.9998419705273678E-001                  9.9999998927902045E-001                  9.9999995474693359E-001                  9.9999731088625576E-001                  9.9998419705273678E-001                  9.9999998927902045E-001                  9.9999995474693359E-001                 -2.2062276296299812E+000                  6.2197420028201880E-003                 -2.2062276296299812E+000                 -5.6987593777119976E+001                 -9.8999999999999986E+001                 -2.2062276296299812E+000                  6.2197420028201880E-003                 -2.2085824755939232E+000                 -4.4732263277285842E+000                 -5.6987593777119976E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.1751898168445516E+000                  4.2974534101844624E+000                  1.3210002322676240E+000                  2.9721584218235662E+000                  0.0000000000000000E+000                  1.4641418550474258E+001                 -5.3534162215621284E-001                  7.0194325614449324E+000                  6.2111200521775478E-001                  8.5000496618754495E-001                  1.2966429890513074E+000                  6.9999999974607008E-001                  2.7997020236577713E-001                  3.4468833542228377E-003                  9.3805276451496122E-003                  3.4468833607861349E-003                  9.3805276451495393E-003                  1.0499999999628457E+001                  4.1995530354716335E+000                                        3                                        4 
                                     175                                      676                  2.8842869328846555E+004                  2.7880567419018911E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999883287675262E-001                  9.9999252975580755E-001                  9.9999999537831841E-001                  9.9999997921399075E-001                  9.9999883287675262E-001                  9.9999252975580755E-001                  9.9999999537831841E-001                  9.9999997921399075E-001                 -1.5430060871335938E+000                  2.8641378254597061E-002                 -1.5430060871335936E+000                 -5.2001613483493827E+001                 -9.8999999999999986E+001                 -1.5430060871335938E+000                  2.8641378254597061E-002                 -1.5820643924906439E+000                 -2.6084598015971272E+000                 -5.2001613483493827E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2281892834302415E+000                  4.3587122524429791E+000                  1.2456307202255033E+000                  3.1228974459078076E+000                  0.0000000000000000E+000                  1.4955078515240862E+001                 -3.0434787603619728E-001                  7.1011025142753503E+000                  6.2110799552725637E-001                  8.5000496588160646E-001                  1.2966429900596135E+000                  6.9999999889084630E-001                  2.7997020241438675E-001                  3.4468828947668145E-003                  9.3805276451312467E-003                  3.4468833607861358E-003                  9.3805276451495393E-003                  1.0499999998362886E+001                  4.1995530354918964E+000                                        3                                        5 
                                     180                                      698                  3.1904372647350574E+004                  2.8122717048260255E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999949924046772E-001                  9.9999676619955447E-001                  9.9999999815072727E-001                  9.9999999098147918E-001                  9.9999949924046772E-001                  9.9999676619955447E-001                  9.9999999815072727E-001                  9.9999999098147918E-001                 -5.3078433004257153E-001                  2.9458841920783796E-001                 -5.3078433004257153E-001                 -4.7296292074117702E+001                 -9.8999999999999986E+001                 -5.3078433004257153E-001                  2.9458841920783796E-001                 -8.4595301690634239E-001                 -8.1812145154551774E-001                 -4.7296292074117702E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.2821329536713533E+000                  4.4053403469479182E+000                  1.1610574269957492E+000                  3.2920440323673157E+000                  0.0000000000000000E+000                  1.5268582804380911E+001                 -7.4633918861277723E-002                  7.1835885797130015E+000                  6.2110232798243803E-001                  8.5000496231738731E-001                  1.2966430011580308E+000                  6.9999999165895088E-001                  2.7997020452350441E-001                  3.4468540184963590E-003                  9.3805276427011437E-003                  3.4468833607861358E-003                  9.3805276451495393E-003                  1.0499999991447366E+001                  4.1995530364481999E+000                                        3                                        5 
                                     185                                      743                  3.5331346325161277E+004                  2.8770628135156504E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999979594975530E-001                  9.9999870455904150E-001                  9.9999999928279437E-001                  9.9999999630570580E-001                  9.9999979594975530E-001                  9.9999870455904150E-001                  9.9999999928279437E-001                  9.9999999630570580E-001                  9.7946582813455640E-001                  9.5381868997391486E+000                  9.7946582813455640E-001                 -4.2856407123444228E+001                 -9.8999999999999986E+001                  9.7946582813455640E-001                  9.5381868997391486E+000                  2.8402485599599903E-001                  8.8166905808983087E-001                 -4.2856407123444228E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3363205519594228E+000                  4.4365508267403237E+000                  1.0682874703158123E+000                  3.4775839457271895E+000                  0.0000000000000000E+000                  1.5582776440639634E+001                  1.5509305818501082E-001                  7.2665827000669232E+000                  6.2109717581536295E-001                  8.5000482503472297E-001                  1.2966434292829432E+000                  6.9999974935916498E-001                  2.7997028421803816E-001                  3.4452974089249806E-003                  9.3805273783015564E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499999871123885E+001                  4.1995530758667563E+000                                        3                                        4 
                                     190                                      784                  3.9118557773669338E+004                  2.8974464652193102E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  9.9999991719640746E-001                  9.9999950260509918E-001                  9.9999999973331077E-001                  9.9999999855505672E-001                  9.9999991719640746E-001                  9.9999950260509918E-001                  9.9999999973331077E-001                  9.9999999855505672E-001                  2.4767747928549353E+000                  2.9976076805977226E+002                  2.4767747928549353E+000                 -3.8868801974377050E+001                 -9.8999999999999986E+001                  2.4767747928549353E+000                  2.9976076805977226E+002                  1.5784714113532161E+000                  2.4180947180605954E+000                 -3.8868801974377050E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.2624107330989760E+031                  3.9650261625924785E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3875557170212494E+000                  4.4519835878863336E+000                  9.7353352076516497E-001                  3.6670918448284842E+000                  0.0000000000000000E+000                  1.5883867047615917E+001                  3.7443808061084921E-001                  7.3457254903135958E+000                  6.1930158324692774E-001                  8.4999991854146817E-001                  1.2966591056400667E+000                  6.9999079642201567E-001                  2.7997224046413371E-001                  3.3878226205377180E-003                  9.3805090402018614E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499995637879397E+001                  4.1995541960224800E+000                                        3                                        4 
                                     195                                      834                  4.3999330175903022E+004                  3.0757806528765821E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.5433254976134105E-001                  3.5715268819325907E-002                  7.8128081414108319E-008                  9.9999996673010105E-001                  9.9999980753191220E-001                  3.5715268819325907E-002                  7.8128081414108319E-008                  9.9999996673010105E-001                  9.9999980753191220E-001                  3.8055727658233960E+000                  6.3910581023712220E+003                  3.8055727658233960E+000                 -3.4928905520336443E+001                 -1.2041199826559247E+001                  3.8055727658233960E+000                  6.3910581023712220E+003                  2.5074889180799325E+000                  3.7831407556814618E+000                 -3.4928905520336443E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.3047834835865117E+033                  9.4239154689932979E+033                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4362531455634882E+000                  4.4438032030035934E+000                  8.7204847123931684E-001                  3.8700619438801804E+000                  0.0000000000000000E+000                  1.6157603136638073E+001                  5.5550907122786575E-001                  7.4305175267115349E+000                  6.1690727938809331E-001                  8.4992434530777317E-001                  1.2969078700803260E+000                  6.9984435826062863E-001                  2.7998511028092438E-001                  2.5012198115993436E-003                  9.3799180624586590E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0499843020021522E+001                  4.1995729198083964E+000                                        3                                        4 
                                     200                                      870                  5.3802653403104174E+004                  3.4332655822013067E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.7489470039601134E+000                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999998373420429E-001                  9.9999991993676307E-001                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999998373420429E-001                  9.9999991993676307E-001                  4.2433644640192769E+000                  1.7513157928021290E+004                  4.2433644640192769E+000                 -3.2453651622239910E+001                 -9.8999999999999986E+001                  4.2433644640192769E+000                  1.7513157928021290E+004                  2.5904013593257709E+000                  4.2335989566769356E+000                 -3.2453651622239910E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9363667475525970E+033                  1.2339621103924070E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4594786163540521E+000                  4.3383675657776539E+000                  7.7287971104521969E-001                  4.0683994642683743E+000                  0.0000000000000000E+000                  1.6279502660661574E+001                  6.2499760523267800E-001                  7.4762606723192322E+000                  6.1703695315450569E-001                  8.4980923482108861E-001                  1.2972873484914513E+000                  6.9961615593802884E-001                  2.8000379638965989E-001                  1.2059058691233670E-003                  9.3774101351988166E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0498153042527978E+001                  4.1997161374212730E+000                                        3                                        5 
                                     205                                      914                  7.6034993912249163E+004                  3.7429361389214550E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  4.7754488665563368E+000                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999999149694729E-001                  9.9999996091715881E-001                  3.1627352231231615E-001                  7.8128082302286739E-008                  9.9999999149694729E-001                  9.9999996091715881E-001                  4.2684163184940402E+000                  1.8553092869686287E+004                  4.2684163184940402E+000                 -2.8994273131727020E+001                 -9.8999999999999986E+001                  4.2684163184940402E+000                  1.8553092869686287E+004                  2.0097347312946590E+000                  4.2660158145535085E+000                 -2.8994273131727020E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  5.9774053241453126E+033                  1.5926880965658946E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4898004918429626E+000                  4.3070301720874271E+000                  6.9656726322228391E-001                  4.2210243599142458E+000                  0.0000000000000000E+000                  1.6501108986932323E+001                  7.8958728630390496E-001                  7.5329023796619472E+000                  6.1738049225435943E-001                  8.4946612456697901E-001                  1.2982282863927419E+000                  6.9893219289628727E-001                  2.8051390394153825E-001                  6.0307314322434932E-005                  9.2949685098229970E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0494545551601883E+001                  4.2022084926292589E+000                                        3                                        5 
                                     210                                      912                  1.2544145045051901E+005                  4.1388423691595788E+000                  1.5000000000000002E+001                  3.4474597169416349E+001                 -9.8999999999999986E+001                  5.5337969020463262E+000                  3.6673090381941659E-001                  7.8128082524331344E-008                  9.9999999223625613E-001                  9.9999996482789166E-001                  3.6673090381941659E-001                  7.8128082524331344E-008                  9.9999999223625613E-001                  9.9999996482789166E-001                  4.2888079912663679E+000                  1.9445001960325022E+004                  4.2888079912663688E+000                 -2.8939339460972391E+001                 -9.8999999999999986E+001                  4.2888079912663679E+000                  1.9445001960325022E+004                  1.7662396530813802E+000                  4.2875022152197921E+000                 -2.8939339460972391E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  6.1243910222792860E+033                  1.0942946886529940E+034                  1.1031068451052886E+034                 -2.0000000000000000E+001                 -2.0000000000000000E+001                  1.5897953319996020E+034                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  4.4881921318933875E+000                  4.2880314694474917E+000                  6.9028463180146760E-001                  4.2335896227558791E+000                  0.0000000000000000E+000                  1.6500454443716279E+001                  7.8809871385287822E-001                  7.5337782087230369E+000                  6.1815812397426417E-001                  8.4864772836024216E-001                  1.3002864062321633E+000                  6.9729541598304123E-001                  2.8218421053909332E-001                  6.2692912752279834E-005                  9.0302838387312217E-003                  3.4468833607861358E-003                  9.3805276451495410E-003                  1.0484705044568464E+001                  4.2118697664611355E+000                                        3                                        5 
